Gene	data1	random_number
group_6010	gene	2689
group_698	gene	2690
group_714	gene	2691
group_806	gene	2692
group_8297	gene	2693
group_83	gene	2694
group_2202	gene	2695
group_3223	gene	2696
group_4091	gene	2697
group_4509	gene	2698
lytB_3	gene	2699
glnQ_5	gene	2700
group_4945	gene	2701
group_5426	gene	2702
group_5452	gene	2703
group_6043	gene	2704
group_1786	gene	2705
group_1886	gene	2706
group_190	gene	2707
group_4002	gene	2708
group_4063	gene	2709
group_4105	gene	2710
group_5397	gene	2711
group_6006	gene	2712
maa	gene	2713
ltrA_2	gene	2714
group_1600	gene	2715
group_2077	gene	2716
hpaIIM_1	gene	2717
licC_3	gene	2718
group_324	gene	2719
group_4085	gene	2720
group_4088	gene	2721
group_4626	gene	2722
group_6004	gene	2723
group_665	gene	2724
asnB	gene	2725
group_876	gene	2726
group_1392	gene	2727
group_1615	gene	2728
group_1899	gene	2729
group_1915	gene	2730
group_1916	gene	2731
group_2408	gene	2732
group_2938	gene	2733
group_4175	gene	2734
group_5890	gene	2735
group_6302	gene	2736
group_1286	gene	2737
group_1472	gene	2738
group_2639	gene	2739
group_3560	gene	2740
group_3787	gene	2741
cdd_2	gene	2742
group_5891	gene	2743
group_6011	gene	2744
group_6301	gene	2745
group_1752	gene	2746
group_370	gene	2747
group_3733	gene	2748
group_4163	gene	2749
group_6045	gene	2750
group_606	gene	2751
group_8302	gene	2752
group_122	gene	2753
group_1953	gene	2754
group_3157	gene	2755
group_3426	gene	2756
deaD	gene	2757
rhaR	gene	2758
group_4522	gene	2759
group_4983	gene	2760
group_6466	gene	2761
bag	gene	2762
group_3156	gene	2763
group_4046	gene	2764
group_4940	gene	2765
group_1086	gene	2766
group_121	gene	2767
group_1341	gene	2768
group_2590	gene	2769
group_3144	gene	2770
group_925	gene	2771
group_497	gene	2772
group_611	gene	2773
group_1684	gene	2774
group_2168	gene	2775
group_2523	gene	2776
group_338	gene	2777
group_4479	gene	2778
group_6257	gene	2779
group_821	gene	2780
group_2463	gene	2781
group_2777	gene	2782
group_4907	gene	2783
group_4908	gene	2784
group_5384	gene	2785
pimA	gene	2786
group_847	gene	2787
group_882	gene	2788
group_1946	gene	2789
group_2043	gene	2790
group_2192	gene	2791
group_3161	gene	2792
group_3641	gene	2793
group_3727	gene	2794
rapA_2	gene	2795
group_4125	gene	2796
group_4132	gene	2797
group_4469	gene	2798
group_5435	gene	2799
group_5436	gene	2800
cotSA	gene	2801
group_58	gene	2802
group_6025	gene	2803
group_1813	gene	2804
group_2530	gene	2805
group_2539	gene	2806
group_2761	gene	2807
group_318	gene	2808
group_3493	gene	2809
group_4151	gene	2810
group_5448	gene	2811
rfbX	gene	2812
group_6024	gene	2813
group_6026	gene	2814
group_6258	gene	2815
group_919	gene	2816
group_951	gene	2817
group_142	gene	2818
group_1700	gene	2819
group_1810	gene	2820
ugd_2	gene	2821
group_2974	gene	2822
group_3269	gene	2823
group_4400	gene	2824
group_6028	gene	2825
group_7967	gene	2826
group_1063	gene	2827
group_1182	gene	2828
group_2418	gene	2829
group_2837	gene	2830
group_6035	gene	2831
group_6444	gene	2832
group_6445	gene	2833
group_718	gene	2834
leuA_2	gene	2835
group_1127	gene	2836
gspA_2	gene	2837
group_2106	gene	2838
lagD_4	gene	2839
eabC_1	gene	2840
group_4076	gene	2841
group_4508	gene	2842
group_5449	gene	2843
group_5562	gene	2844
group_6032	gene	2845
group_6033	gene	2846
group_6034	gene	2847
group_6038	gene	2848
group_6039	gene	2849
group_6040	gene	2850
group_6559	gene	2851
group_1239	gene	2852
group_2071	gene	2853
group_3325	gene	2854
group_3791	gene	2855
group_4643	gene	2856
group_5368	gene	2857
leuA_4	gene	2858
group_6030	gene	2859
group_6041	gene	2860
group_6282	gene	2861
group_836	gene	2862
group_1194	gene	2863
group_2055	gene	2864
group_2153	gene	2865
group_262	gene	2866
group_3469	gene	2867
group_3741	gene	2868
hlyB_1	gene	2869
group_4136	gene	2870
group_426	gene	2871
group_4951	gene	2872
group_4952	gene	2873
group_5505	gene	2874
group_5506	gene	2875
group_5508	gene	2876
group_6135	gene	2877
group_8306	gene	2878
group_1180	gene	2879
group_2279	gene	2880
group_5009	gene	2881
group_5011	gene	2882
group_5507	gene	2883
group_5623	gene	2884
group_5624	gene	2885
group_5625	gene	2886
group_6463	gene	2887
galE_2	gene	2888
group_6465	gene	2889
group_1018	gene	2890
group_1128	gene	2891
group_2908	gene	2892
group_3169	gene	2893
group_4501	gene	2894
group_5012	gene	2895
group_505	gene	2896
group_1058	gene	2897
group_145	gene	2898
group_1702	gene	2899
group_2734	gene	2900
group_469	gene	2901
group_5549	gene	2902
group_8415	gene	2903
group_1135	gene	2904
group_1568	gene	2905
group_1723	gene	2906
group_2260	gene	2907
group_2273	gene	2908
group_2643	gene	2909
group_3694	gene	2910
sdpR	gene	2911
group_5005	gene	2912
group_6133	gene	2913
group_980	gene	2914
group_1935	gene	2915
group_2012	gene	2916
group_3189	gene	2917
group_4027	gene	2918
group_454	gene	2919
iphP	gene	2920
yadH	gene	2921
group_530	gene	2922
group_5558	gene	2923
group_6049	gene	2924
group_3551	gene	2925
group_4137	gene	2926
group_4157	gene	2927
group_4499	gene	2928
group_471	gene	2929
group_4914	gene	2930
group_61	gene	2931
group_689	gene	2932
group_735	gene	2933
group_1019	gene	2934
group_1705	gene	2935
group_220	gene	2936
group_2858	gene	2937
group_3000	gene	2938
group_3652	gene	2939
group_4150	gene	2940
natA_6	gene	2941
group_4539	gene	2942
group_4923	gene	2943
xerD_1	gene	2944
cat	gene	2945
group_5569	gene	2946
group_6050	gene	2947
group_6531	gene	2948
group_6532	gene	2949
xre	gene	2950
group_831	gene	2951
group_102	gene	2952
group_1384	gene	2953
group_226	gene	2954
bca	gene	2955
group_3477	gene	2956
group_3768	gene	2957
group_4034	gene	2958
group_4126	gene	2959
group_4540	gene	2960
group_5627	gene	2961
group_5858	gene	2962
group_965	gene	2963
group_1380	gene	2964
phoU_4	gene	2965
group_2534	gene	2966
group_3015	gene	2967
group_3465	gene	2968
group_4171	gene	2969
group_4416	gene	2970
group_4527	gene	2971
group_4529	gene	2972
group_4925	gene	2973
group_5465	gene	2974
bbmA_1	gene	2975
group_118	gene	2976
group_2160	gene	2977
group_2830	gene	2978
group_2857	gene	2979
group_3475	gene	2980
group_43	gene	2981
group_430	gene	2982
hhaIM	gene	2983
group_4928	gene	2984
group_6534	gene	2985
group_835	gene	2986
group_153	gene	2987
group_2059	gene	2988
group_2207	gene	2989
group_2859	gene	2990
group_4953	gene	2991
group_6061	gene	2992
group_954	gene	2993
group_110	gene	2994
group_1984	gene	2995
group_2588	gene	2996
group_3508	gene	2997
group_4266	gene	2998
group_4797	gene	2999
group_5621	gene	3000
group_779	gene	3001
group_144	gene	3002
group_1781	gene	3003
group_2048	gene	3004
group_2220	gene	3005
group_257	gene	3006
Int-Tn	gene	3007
group_4580	gene	3008
group_529	gene	3009
group_5581	gene	3010
group_1154	gene	3011
tag_1	gene	3012
group_2100	gene	3013
group_2902	gene	3014
group_3153	gene	3015
group_3190	gene	3016
hin	gene	3017
tagF	gene	3018
spoT	gene	3019
group_4966	gene	3020
group_4967	gene	3021
group_5026	gene	3022
group_537	gene	3023
group_5503	gene	3024
apaH_2	gene	3025
group_5548	gene	3026
group_5642	gene	3027
spsI	gene	3028
group_6036	gene	3029
group_6134	gene	3030
group_6461	gene	3031
dnaK_1	gene	3032
dnaJ_1	gene	3033
grpE_1	gene	3034
group_6563	gene	3035
group_6564	gene	3036
group_6565	gene	3037
egsA	gene	3038
group_2743	gene	3039
group_2993	gene	3040
group_4982	gene	3041
group_5462	gene	3042
group_5487	gene	3043
group_5550	gene	3044
group_6148	gene	3045
group_6281	gene	3046
group_6458	gene	3047
group_6459	gene	3048
group_6460	gene	3049
nagD	gene	3050
group_2388	gene	3051
group_246	gene	3052
group_3104	gene	3053
group_4271	gene	3054
group_4486	gene	3055
group_458	gene	3056
group_5571	gene	3057
group_6150	gene	3058
group_6259	gene	3059
ftsK_2	gene	3060
group_6261	gene	3061
group_6280	gene	3062
group_699	gene	3063
group_802	gene	3064
group_1143	gene	3065
hpaIIM	gene	3066
group_217	gene	3067
group_2475	gene	3068
group_2624	gene	3069
group_4517	gene	3070
group_4868	gene	3071
group_4978	gene	3072
group_5027	gene	3073
group_5545	gene	3074
group_5626	gene	3075
group_6021	gene	3076
group_6468	gene	3077
group_6480	gene	3078
ltrA_1	gene	3079
group_8005	gene	3080
group_1074	gene	3081
group_1265	gene	3082
group_2095	gene	3083
group_2607	gene	3084
group_309	gene	3085
group_3854	gene	3086
group_4477	gene	3087
ugd_1	gene	3088
group_5002	gene	3089
group_5567	gene	3090
mshA	gene	3091
group_6132	gene	3092
group_6279	gene	3093
group_6493	gene	3094
group_8294	gene	3095
group_888	gene	3096
group_890	gene	3097
group_1491	gene	3098
group_1877	gene	3099
group_2023	gene	3100
tag_2	gene	3101
group_3137	gene	3102
group_3371	gene	3103
group_3448	gene	3104
group_3463	gene	3105
group_3485	gene	3106
group_3521	gene	3107
group_4481	gene	3108
group_4485	gene	3109
group_4531	gene	3110
group_4707	gene	3111
group_4917	gene	3112
group_4988	gene	3113
group_5501	gene	3114
group_5502	gene	3115
group_5580	gene	3116
group_592	gene	3117
group_6275	gene	3118
group_6276	gene	3119
group_6277	gene	3120
glgA_1	gene	3121
group_6784	gene	3122
group_728	gene	3123
group_1088	gene	3124
group_1103	gene	3125
group_114	gene	3126
group_1947	gene	3127
group_206	gene	3128
glnH	gene	3129
group_2152	gene	3130
group_2901	gene	3131
group_3491	gene	3132
group_3667	gene	3133
group_3776	gene	3134
group_4170	gene	3135
group_446	gene	3136
group_4524	gene	3137
group_478	gene	3138
group_4787	gene	3139
group_4927	gene	3140
group_508	gene	3141
group_5521	gene	3142
group_5602	gene	3143
group_6051	gene	3144
group_6566	gene	3145
group_673	gene	3146
group_8	gene	3147
group_138	gene	3148
group_2331	gene	3149
group_254	gene	3150
group_3107	gene	3151
group_3695	gene	3152
group_374	gene	3153
group_431	gene	3154
group_4516	gene	3155
group_5001	gene	3156
group_5603	gene	3157
group_5605	gene	3158
group_5628	gene	3159
group_5884	gene	3160
group_6057	gene	3161
group_6422	gene	3162
group_6423	gene	3163
group_6425	gene	3164
group_8364	gene	3165
group_1021	gene	3166
group_119	gene	3167
mccF	gene	3168
group_2336	gene	3169
group_305	gene	3170
group_3662	gene	3171
group_4525	gene	3172
glcA	gene	3173
group_6059	gene	3174
group_6467	gene	3175
group_6478	gene	3176
group_6479	gene	3177
group_6481	gene	3178
group_1169	gene	3179
group_3990	gene	3180
agaSK_2	gene	3181
group_4186	gene	3182
group_5611	gene	3183
group_5633	gene	3184
group_6482	gene	3185
group_1091	gene	3186
group_129	gene	3187
group_2509	gene	3188
group_2520	gene	3189
group_2764	gene	3190
group_3762	gene	3191
group_4202	gene	3192
group_4571	gene	3193
group_4596	gene	3194
group_4971	gene	3195
group_5007	gene	3196
group_5563	gene	3197
group_5564	gene	3198
polC_3	gene	3199
group_5589	gene	3200
epsJ_1	gene	3201
group_5637	gene	3202
group_6420	gene	3203
epsF	gene	3204
group_6453	gene	3205
group_6454	gene	3206
group_6455	gene	3207
group_6477	gene	3208
group_683	gene	3209
group_8300	gene	3210
group_1131	gene	3211
group_1167	gene	3212
group_1224	gene	3213
group_1578	gene	3214
group_2309	gene	3215
group_2671	gene	3216
group_3474	gene	3217
group_3756	gene	3218
group_4181	gene	3219
group_466	gene	3220
group_4972	gene	3221
group_5222	gene	3222
group_5573	gene	3223
group_6060	gene	3224
group_6273	gene	3225
wecH	gene	3226
group_808	gene	3227
group_839	gene	3228
group_1290	gene	3229
group_1342	gene	3230
group_1724	gene	3231
group_1779	gene	3232
group_2426	gene	3233
group_2454	gene	3234
group_2546	gene	3235
group_2638	gene	3236
group_306	gene	3237
group_3848	gene	3238
group_472	gene	3239
group_4998	gene	3240
group_5050	gene	3241
group_554	gene	3242
group_5641	gene	3243
group_6390	gene	3244
group_6451	gene	3245
group_6476	gene	3246
group_8315	gene	3247
group_1136	gene	3248
group_1315	gene	3249
group_1710	gene	3250
group_2868	gene	3251
group_2885	gene	3252
group_3051	gene	3253
group_3099	gene	3254
group_403	gene	3255
group_4154	gene	3256
group_4166	gene	3257
group_4877	gene	3258
ddc	gene	3259
group_5583	gene	3260
group_5591	gene	3261
group_5594	gene	3262
group_5636	gene	3263
group_5671	gene	3264
group_582	gene	3265
group_5971	gene	3266
group_6384	gene	3267
group_6386	gene	3268
group_6388	gene	3269
group_6392	gene	3270
group_6394	gene	3271
group_6396	gene	3272
group_6398	gene	3273
group_6403	gene	3274
group_6405	gene	3275
group_6483	gene	3276
group_6528	gene	3277
menE	gene	3278
hisC	gene	3279
group_6611	gene	3280
group_6614	gene	3281
group_6615	gene	3282
group_6616	gene	3283
group_682	gene	3284
group_1389	gene	3285
group_1654	gene	3286
group_223	gene	3287
group_2654	gene	3288
group_2870	gene	3289
group_293	gene	3290
group_3681	gene	3291
group_3686	gene	3292
group_3747	gene	3293
group_4164	gene	3294
lytA_9	gene	3295
group_6165	gene	3296
group_6270	gene	3297
group_6462	gene	3298
group_6527	gene	3299
group_87	gene	3300
group_146	gene	3301
group_1542	gene	3302
phnV_1	gene	3303
group_1766	gene	3304
group_2890	gene	3305
group_3489	gene	3306
group_3655	gene	3307
group_4251	gene	3308
group_4559	gene	3309
group_5463	gene	3310
group_5468	gene	3311
group_5540	gene	3312
group_599	gene	3313
group_6269	gene	3314
group_6720	gene	3315
mgl	gene	3316
group_1105	gene	3317
group_1822	gene	3318
group_2440	gene	3319
group_287	gene	3320
group_2900	gene	3321
group_4322	gene	3322
group_4920	gene	3323
group_4929	gene	3324
group_5064	gene	3325
group_5542	gene	3326
group_5543	gene	3327
group_5546	gene	3328
group_586	gene	3329
group_6065	gene	3330
group_6069	gene	3331
group_6239	gene	3332
group_6240	gene	3333
group_6241	gene	3334
group_6244	gene	3335
group_6246	gene	3336
group_6247	gene	3337
group_6249	gene	3338
group_649	gene	3339
group_6655	gene	3340
group_6656	gene	3341
group_674	gene	3342
group_706	gene	3343
group_784	gene	3344
group_8313	gene	3345
group_1064	gene	3346
group_1165	gene	3347
group_1978	gene	3348
skfE_1	gene	3349
group_2243	gene	3350
group_2874	gene	3351
group_3164	gene	3352
group_331	gene	3353
group_3725	gene	3354
group_3942	gene	3355
group_4174	gene	3356
group_437	gene	3357
group_4557	gene	3358
group_4926	gene	3359
group_4942	gene	3360
group_5047	gene	3361
group_5518	gene	3362
group_5541	gene	3363
group_5544	gene	3364
group_5552	gene	3365
serB_2	gene	3366
group_5668	gene	3367
group_596	gene	3368
group_6238	gene	3369
group_6242	gene	3370
group_6243	gene	3371
group_6245	gene	3372
group_6248	gene	3373
group_6271	gene	3374
group_6353	gene	3375
group_6354	gene	3376
group_6355	gene	3377
group_6356	gene	3378
group_6357	gene	3379
group_705	gene	3380
ydcP_1	gene	3381
msbA_3	gene	3382
group_133	gene	3383
group_1520	gene	3384
group_1541	gene	3385
group_225	gene	3386
group_2910	gene	3387
group_389	gene	3388
group_4110	gene	3389
group_4115	gene	3390
group_4189	gene	3391
tqsA_2	gene	3392
group_438	gene	3393
group_4439	gene	3394
group_4492	gene	3395
group_4558	gene	3396
group_5049	gene	3397
group_516	gene	3398
group_5447	gene	3399
group_5483	gene	3400
group_5485	gene	3401
group_5486	gene	3402
group_5551	gene	3403
group_5610	gene	3404
group_5667	gene	3405
group_5809	gene	3406
group_5859	gene	3407
group_6410	gene	3408
group_6665	gene	3409
group_1430	gene	3410
group_1923	gene	3411
group_2333	gene	3412
group_274	gene	3413
group_2948	gene	3414
group_352	gene	3415
group_3704	gene	3416
group_3906	gene	3417
group_399	gene	3418
group_4287	gene	3419
group_4505	gene	3420
group_4556	gene	3421
group_4561	gene	3422
group_5048	gene	3423
group_5065	gene	3424
group_526	gene	3425
group_5482	gene	3426
group_5630	gene	3427
group_5669	gene	3428
group_6252	gene	3429
group_6294	gene	3430
group_6491	gene	3431
group_657	gene	3432
group_6646	gene	3433
group_6647	gene	3434
group_6699	gene	3435
group_8301	gene	3436
group_1233	gene	3437
group_1971	gene	3438
group_2655	gene	3439
group_3266	gene	3440
group_3407	gene	3441
group_3495	gene	3442
group_3498	gene	3443
group_3811	gene	3444
group_424	gene	3445
group_4449	gene	3446
metG_2	gene	3447
repN	gene	3448
group_5046	gene	3449
group_5100	gene	3450
group_5644	gene	3451
group_5651	gene	3452
group_5670	gene	3453
group_5825	gene	3454
group_5826	gene	3455
lytA_6	gene	3456
group_6250	gene	3457
group_6251	gene	3458
group_6253	gene	3459
group_6254	gene	3460
group_6255	gene	3461
group_6256	gene	3462
group_6612	gene	3463
group_6613	gene	3464
group_6649	gene	3465
group_6650	gene	3466
group_807	gene	3467
group_889	gene	3468
group_1090	gene	3469
tcyA_1	gene	3470
group_1422	gene	3471
group_1662	gene	3472
group_1761	gene	3473
group_1778	gene	3474
group_203	gene	3475
group_231	gene	3476
group_2970	gene	3477
group_3194	gene	3478
group_4008	gene	3479
xerD_2	gene	3480
group_4533	gene	3481
group_4573	gene	3482
group_4922	gene	3483
group_4987	gene	3484
group_5033	gene	3485
group_5043	gene	3486
group_5598	gene	3487
group_5629	gene	3488
group_5645	gene	3489
group_591	gene	3490
group_6064	gene	3491
group_6293	gene	3492
group_6414	gene	3493
group_6415	gene	3494
group_6416	gene	3495
group_6417	gene	3496
group_6436	gene	3497
group_6492	gene	3498
group_1002	gene	3499
group_1334	gene	3500
group_1496	gene	3501
group_2234	gene	3502
group_2250	gene	3503
group_233	gene	3504
group_253	gene	3505
group_2893	gene	3506
group_2923	gene	3507
group_3171	gene	3508
group_4071	gene	3509
group_4158	gene	3510
group_4180	gene	3511
group_5030	gene	3512
group_5034	gene	3513
group_534	gene	3514
group_551	gene	3515
group_5554	gene	3516
group_5590	gene	3517
group_5655	gene	3518
group_5862	gene	3519
group_598	gene	3520
group_6058	gene	3521
group_6292	gene	3522
group_7261	gene	3523
group_186	gene	3524
group_2156	gene	3525
group_3258	gene	3526
group_3497	gene	3527
group_4281	gene	3528
clpP1	gene	3529
group_4948	gene	3530
group_5029	gene	3531
group_5464	gene	3532
group_5466	gene	3533
group_5484	gene	3534
group_5656	gene	3535
group_6091	gene	3536
group_6298	gene	3537
group_6791	gene	3538
group_6848	gene	3539
group_892	gene	3540
group_966	gene	3541
group_1017	gene	3542
group_1080	gene	3543
group_2062	gene	3544
group_2064	gene	3545
group_2337	gene	3546
group_2538	gene	3547
group_281	gene	3548
group_3178	gene	3549
group_3507	gene	3550
group_3519	gene	3551
group_395	gene	3552
group_4487	gene	3553
group_4513	gene	3554
group_4549	gene	3555
group_4959	gene	3556
group_4965	gene	3557
group_5122	gene	3558
group_5394	gene	3559
group_5652	gene	3560
group_5654	gene	3561
group_5863	gene	3562
group_6063	gene	3563
group_6142	gene	3564
group_6265	gene	3565
group_6421	gene	3566
group_6457	gene	3567
group_6558	gene	3568
group_6594	gene	3569
group_6595	gene	3570
group_6596	gene	3571
group_6597	gene	3572
group_6598	gene	3573
group_6599	gene	3574
group_6793	gene	3575
group_6800	gene	3576
group_813	gene	3577
group_866	gene	3578
group_1475	gene	3579
group_1572	gene	3580
group_1860	gene	3581
group_1982	gene	3582
group_3132	gene	3583
group_317	gene	3584
group_3297	gene	3585
group_3340	gene	3586
group_349	gene	3587
group_371	gene	3588
group_3952	gene	3589
group_4117	gene	3590
group_4575	gene	3591
group_4880	gene	3592
group_5000	gene	3593
group_513	gene	3594
group_5395	gene	3595
group_5396	gene	3596
group_5574	gene	3597
group_5576	gene	3598
group_6055	gene	3599
group_6300	gene	3600
iga_4	gene	3601
group_6326	gene	3602
group_6336	gene	3603
group_6411	gene	3604
group_6412	gene	3605
yehU_1	gene	3606
group_6449	gene	3607
group_793	gene	3608
group_885	gene	3609
group_903	gene	3610
group_999	gene	3611
group_1522	gene	3612
group_1618	gene	3613
group_2101	gene	3614
group_2108	gene	3615
group_2675	gene	3616
group_273	gene	3617
group_3428	gene	3618
group_3613	gene	3619
group_3793	gene	3620
group_3939	gene	3621
group_4476	gene	3622
group_5013	gene	3623
group_5051	gene	3624
group_5398	gene	3625
group_5488	gene	3626
ddlB	gene	3627
group_5575	gene	3628
group_5578	gene	3629
group_5653	gene	3630
group_5688	gene	3631
group_6047	gene	3632
group_6048	gene	3633
group_6052	gene	3634
group_6090	gene	3635
group_6093	gene	3636
group_6094	gene	3637
group_6095	gene	3638
group_6096	gene	3639
group_6097	gene	3640
group_6098	gene	3641
group_6101	gene	3642
group_6283	gene	3643
group_6284	gene	3644
group_6285	gene	3645
group_6286	gene	3646
group_6287	gene	3647
group_6288	gene	3648
group_6289	gene	3649
group_6290	gene	3650
group_6291	gene	3651
group_6299	gene	3652
group_6648	gene	3653
group_736	gene	3654
group_772	gene	3655
group_883	gene	3656
group_968	gene	3657
group_1025	gene	3658
group_1630	gene	3659
group_2204	gene	3660
group_2500	gene	3661
group_2701	gene	3662
group_2798	gene	3663
group_2925	gene	3664
group_3088	gene	3665
group_3140	gene	3666
group_3890	gene	3667
group_4149	gene	3668
group_44	gene	3669
group_4546	gene	3670
mshD_3	gene	3671
group_4957	gene	3672
eno_1	gene	3673
group_5456	gene	3674
group_5514	gene	3675
group_5690	gene	3676
group_5691	gene	3677
group_6087	gene	3678
group_6088	gene	3679
group_6089	gene	3680
group_6092	gene	3681
group_6146	gene	3682
group_6401	gene	3683
group_6488	gene	3684
group_6578	gene	3685
group_6580	gene	3686
group_6855	gene	3687
group_763	gene	3688
group_873	gene	3689
group_1104	gene	3690
group_1234	gene	3691
group_1383	gene	3692
group_139	gene	3693
group_1765	gene	3694
group_194	gene	3695
group_1944	gene	3696
group_2200	gene	3697
group_2268	gene	3698
group_2330	gene	3699
group_288	gene	3700
group_3136	gene	3701
group_3149	gene	3702
group_384	gene	3703
group_41	gene	3704
group_4590	gene	3705
group_5496	gene	3706
group_5685	gene	3707
group_5692	gene	3708
group_5824	gene	3709
group_6054	gene	3710
group_6124	gene	3711
group_6439	gene	3712
group_644	gene	3713
group_6799	gene	3714
group_6870	gene	3715
group_713	gene	3716
group_748	gene	3717
group_8416	gene	3718
group_1336	gene	3719
group_1681	gene	3720
group_1814	gene	3721
group_1950	gene	3722
group_2821	gene	3723
group_2862	gene	3724
group_291	gene	3725
group_295	gene	3726
group_3181	gene	3727
group_4144	gene	3728
group_4173	gene	3729
group_4250	gene	3730
group_5003	gene	3731
group_5015	gene	3732
group_5016	gene	3733
group_5495	gene	3734
group_550	gene	3735
group_5577	gene	3736
group_5601	gene	3737
group_5617	gene	3738
group_5631	gene	3739
group_5632	gene	3740
group_5634	gene	3741
group_6121	gene	3742
group_6122	gene	3743
group_6123	gene	3744
group_6268	gene	3745
group_6339	gene	3746
group_645	gene	3747
group_6484	gene	3748
group_6485	gene	3749
amiA_1	gene	3750
group_6487	gene	3751
group_6489	gene	3752
group_6494	gene	3753
group_6495	gene	3754
pezT_1	gene	3755
pezA_1	gene	3756
group_6498	gene	3757
group_6499	gene	3758
dnaG_1	gene	3759
group_6501	gene	3760
group_6502	gene	3761
group_6503	gene	3762
group_6504	gene	3763
group_6505	gene	3764
ssp5	gene	3765
group_6507	gene	3766
group_6508	gene	3767
group_6509	gene	3768
group_6510	gene	3769
group_6511	gene	3770
group_6512	gene	3771
group_6513	gene	3772
group_6514	gene	3773
group_6515	gene	3774
group_6516	gene	3775
group_6517	gene	3776
group_6518	gene	3777
group_6520	gene	3778
group_6522	gene	3779
group_6523	gene	3780
group_6525	gene	3781
group_6535	gene	3782
cap8A	gene	3783
group_6537	gene	3784
lytR	gene	3785
group_6539	gene	3786
pglC	gene	3787
epsD	gene	3788
group_6542	gene	3789
epsE	gene	3790
group_6544	gene	3791
group_6545	gene	3792
group_6546	gene	3793
group_6547	gene	3794
group_6548	gene	3795
wbgU	gene	3796
group_6550	gene	3797
group_6551	gene	3798
group_6552	gene	3799
ddrOP3	gene	3800
group_660	gene	3801
group_6702	gene	3802
group_6758	gene	3803
group_6790	gene	3804
recF_2	gene	3805
group_1235	gene	3806
group_1549	gene	3807
group_1587	gene	3808
group_1740	gene	3809
group_1980	gene	3810
group_2662	gene	3811
group_2666	gene	3812
group_28	gene	3813
group_3095	gene	3814
group_3109	gene	3815
group_3201	gene	3816
group_348	gene	3817
group_3505	gene	3818
group_3801	gene	3819
group_4141	gene	3820
group_4143	gene	3821
group_5068	gene	3822
group_5074	gene	3823
group_546	gene	3824
group_5635	gene	3825
group_5663	gene	3826
group_6125	gene	3827
group_6262	gene	3828
group_640	gene	3829
group_6519	gene	3830
group_6521	gene	3831
group_6526	gene	3832
group_661	gene	3833
group_6620	gene	3834
group_672	gene	3835
group_6759	gene	3836
group_6789	gene	3837
group_6798	gene	3838
group_796	gene	3839
group_1071	gene	3840
group_11	gene	3841
group_128	gene	3842
glxK_2	gene	3843
group_1987	gene	3844
group_2006	gene	3845
group_2058	gene	3846
group_3133	gene	3847
group_3405	gene	3848
group_3690	gene	3849
group_3785	gene	3850
group_3915	gene	3851
group_4200	gene	3852
group_4585	gene	3853
group_4586	gene	3854
group_5020	gene	3855
group_5037	gene	3856
group_5053	gene	3857
group_5523	gene	3858
group_5555	gene	3859
group_5606	gene	3860
group_5607	gene	3861
group_5614	gene	3862
group_6066	gene	3863
group_6067	gene	3864
group_6068	gene	3865
group_6071	gene	3866
group_6266	gene	3867
group_6272	gene	3868
group_6418	gene	3869
group_6426	gene	3870
group_6621	gene	3871
pchR	gene	3872
group_6796	gene	3873
group_7011	gene	3874
group_7042	gene	3875
group_7078	gene	3876
group_923	gene	3877
group_994	gene	3878
group_135	gene	3879
group_1423	gene	3880
group_1510	gene	3881
group_16	gene	3882
phnU_2	gene	3883
group_228	gene	3884
group_2476	gene	3885
group_286	gene	3886
group_296	gene	3887
group_302	gene	3888
group_3372	gene	3889
group_3399	gene	3890
group_3648	gene	3891
group_3715	gene	3892
group_3744	gene	3893
group_4139	gene	3894
group_4541	gene	3895
mntH_1	gene	3896
group_4947	gene	3897
group_5045	gene	3898
group_5092	gene	3899
group_5106	gene	3900
group_5458	gene	3901
group_5467	gene	3902
group_5469	gene	3903
group_5504	gene	3904
group_5604	gene	3905
group_5650	gene	3906
group_5695	gene	3907
group_5938	gene	3908
group_6062	gene	3909
group_6070	gene	3910
group_6139	gene	3911
group_6198	gene	3912
group_6201	gene	3913
group_6267	gene	3914
group_6447	gene	3915
group_6470	gene	3916
group_6663	gene	3917
group_6664	gene	3918
group_6792	gene	3919
group_6794	gene	3920
group_6795	gene	3921
group_684	gene	3922
group_760	gene	3923
group_767	gene	3924
group_896	gene	3925
group_906	gene	3926
group_103	gene	3927
group_1164	gene	3928
group_1360	gene	3929
group_1403	gene	3930
group_1655	gene	3931
group_18	gene	3932
group_1890	gene	3933
group_2247	gene	3934
group_2526	gene	3935
group_2831	gene	3936
group_3478	gene	3937
group_3615	gene	3938
group_398	gene	3939
group_4215	gene	3940
group_4937	gene	3941
group_5018	gene	3942
group_5038	gene	3943
group_5067	gene	3944
group_528	gene	3945
group_5497	gene	3946
group_5522	gene	3947
group_5599	gene	3948
group_564	gene	3949
group_6140	gene	3950
group_6141	gene	3951
group_6163	gene	3952
group_6164	gene	3953
group_6229	gene	3954
group_6295	gene	3955
group_63	gene	3956
yjbM_1	gene	3957
group_639	gene	3958
group_6437	gene	3959
group_6438	gene	3960
group_6809	gene	3961
group_6812	gene	3962
group_696	gene	3963
group_1087	gene	3964
group_1357	gene	3965
group_1410	gene	3966
group_1639	gene	3967
group_1988	gene	3968
ald2	gene	3969
ecfA1_2	gene	3970
group_2254	gene	3971
group_243	gene	3972
group_263	gene	3973
group_2665	gene	3974
