Gene_1,Gene_name_1,Annotation_1,Gene_2,Gene_name_2,Annotation_2,p-value unadj,p-value adj,Cluster
group_5003,,hypothetical protein,group_5610,,hypothetical protein,0.0,0.0,153
group_5003,,hypothetical protein,group_2893,,hypothetical protein,0.0,0.0,-
group_5003,,hypothetical protein,group_5000,,hypothetical protein,0.0,0.0,153
group_5013,,hypothetical protein,group_4125,,hypothetical protein,0.0,0.0,140
group_5013,,hypothetical protein,group_4150,,hypothetical protein,0.0,0.0,140
group_5013,,hypothetical protein,group_3489,,hypothetical protein,0.0,0.0,140
group_5013,,hypothetical protein,group_6269,,hypothetical protein,0.0,0.0,140
group_503,,hypothetical protein,yhdG,,putative amino acid permease YhdG,0.0,0.0,27
group_503,,hypothetical protein,group_3197,,hypothetical protein,0.0,0.0,-
group_503,,hypothetical protein,rsmB,,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_503,,hypothetical protein,group_196,,hypothetical protein,0.0,0.0,-
group_503,,hypothetical protein,group_134,acpP_1,hypothetical protein,0.0,0.0,-
group_503,,hypothetical protein,group_4625,rsmB,Ribosomal RNA small subunit methyltransferase B,0.0,0.0,-
group_503,,hypothetical protein,group_4552,,hypothetical protein,0.0,0.0,-
group_503,,hypothetical protein,group_565,hsdS,Type-1 restriction enzyme EcoKI specificity protein,0.0,0.0,-
group_503,,hypothetical protein,group_8320,,tRNA-Glu(ttc),0.0,0.0,-
group_503,,hypothetical protein,group_171,,hypothetical protein,0.0,0.0,-
group_503,,hypothetical protein,group_1577,,hypothetical protein,0.0,0.0,-
group_503,,hypothetical protein,group_3168,,hypothetical protein,0.0,0.0,-
group_5038,,hypothetical protein,group_3469,smc_2,Chromosome partition protein Smc,0.0,0.0,196
group_5038,,hypothetical protein,group_4136,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_4951,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_4952,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_5505,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_5506,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_5508,xerD,Tyrosine recombinase XerD,0.0,0.0,196
group_5038,,hypothetical protein,group_6135,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_5507,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_4501,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_6133,,hypothetical protein,0.0,0.0,196
group_5038,,hypothetical protein,group_5504,,hypothetical protein,0.0,0.0,196
group_5046,,hypothetical protein,group_1206,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_5046,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_5046,,hypothetical protein,group_592,lytA_2,Autolysin,0.0,0.0,153
group_5046,,hypothetical protein,group_1167,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5050,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5671,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_4559,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_6655,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_6656,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_2874,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_4557,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5047,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5518,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5668,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_1541,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_4189,smc_2,Chromosome partition protein Smc,0.0,0.0,153
group_5046,,hypothetical protein,group_4558,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5049,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5667,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5809,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_6665,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_4505,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_4556,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_4561,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5048,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_5669,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_6646,,hypothetical protein,0.0,0.0,153
group_5046,,hypothetical protein,group_6647,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_1206,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_5047,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_5047,,hypothetical protein,group_592,lytA_2,Autolysin,0.0,0.0,153
group_5047,,hypothetical protein,group_1167,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_5050,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_5671,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_4559,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_6655,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_6656,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_2874,,hypothetical protein,0.0,0.0,153
group_5047,,hypothetical protein,group_4557,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_5048,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_5048,,hypothetical protein,group_592,lytA_2,Autolysin,0.0,0.0,153
group_5048,,hypothetical protein,group_5050,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5671,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_4559,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_6655,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_6656,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_2874,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_4557,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5047,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5518,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5668,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_1541,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_4189,smc_2,Chromosome partition protein Smc,0.0,0.0,153
group_5048,,hypothetical protein,group_4558,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5049,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5667,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_5809,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_6665,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_4505,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_4556,,hypothetical protein,0.0,0.0,153
group_5048,,hypothetical protein,group_4561,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_5049,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_5049,,hypothetical protein,group_592,lytA_2,Autolysin,0.0,0.0,153
group_5049,,hypothetical protein,group_1167,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_5050,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_5671,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_4559,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_6655,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_6656,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_2874,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_4557,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_5047,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_5518,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_5668,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_1541,,hypothetical protein,0.0,0.0,153
group_5049,,hypothetical protein,group_4189,smc_2,Chromosome partition protein Smc,0.0,0.0,153
group_5049,,hypothetical protein,group_4558,,hypothetical protein,0.0,0.0,153
group_505,,hypothetical protein,group_4029,gmuD_2,6-phospho-beta-glucosidase GmuD,0.0,0.0,9
group_5050,,hypothetical protein,group_1206,,hypothetical protein,0.0,0.0,153
group_5050,,hypothetical protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_5050,,hypothetical protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_5050,,hypothetical protein,group_592,lytA_2,Autolysin,0.0,0.0,153
group_5050,,hypothetical protein,group_1167,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_3652,yumC,Ferredoxin--NADP reductase 2,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,xerD_1,,Tyrosine recombinase XerD,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5050,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5671,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4559,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6655,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6656,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_2874,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4557,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5047,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5518,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5668,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_1541,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4189,smc_2,Chromosome partition protein Smc,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4558,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5049,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5667,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5809,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6665,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4505,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4556,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_4561,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5048,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5669,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6646,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6647,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5046,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5670,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6649,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_6650,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_5598,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_7261,,hypothetical protein,0.0,0.0,153
group_5051,ssb_3,Single-stranded DNA-binding protein,group_3178,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_4559,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_6656,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_2874,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_4557,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5047,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5518,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5668,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_1541,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_4189,smc_2,Chromosome partition protein Smc,0.0,0.0,153
group_5053,,hypothetical protein,group_4558,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5049,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5667,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5809,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_6665,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_4505,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_4556,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5669,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_6646,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_6647,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5046,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_5670,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_6649,,hypothetical protein,0.0,0.0,153
group_5053,,hypothetical protein,group_6650,,hypothetical protein,0.0,0.0,153
group_509,,hypothetical protein,group_2472,,hypothetical protein,0.0,0.0,-
group_509,,hypothetical protein,group_1421,,hypothetical protein,0.0,0.0,80
group_512,,hypothetical protein,group_442,,hypothetical protein,0.0,0.0,110
group_512,,hypothetical protein,group_316,,hypothetical protein,0.0,0.0,-
group_512,,hypothetical protein,group_229,,hypothetical protein,0.0,0.0,110
group_512,,hypothetical protein,group_2405,rppH,RNA pyrophosphohydrolase,0.0,0.0,-
group_512,,hypothetical protein,group_4029,gmuD_2,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
group_512,,hypothetical protein,group_447,,hypothetical protein,0.0,0.0,-
group_513,,hypothetical protein,group_2405,rppH,RNA pyrophosphohydrolase,0.0,0.0,144
group_5136,,hypothetical protein,rsmF,,Ribosomal RNA small subunit methyltransferase F,0.0,0.0,47
group_514,,hypothetical protein,group_967,,hypothetical protein,0.0,0.0,-
group_514,,hypothetical protein,group_1098,,hypothetical protein,0.0,0.0,123
group_514,,hypothetical protein,group_826,,hypothetical protein,0.0,0.0,123
group_514,,hypothetical protein,group_2405,rppH,RNA pyrophosphohydrolase,0.0,0.0,-
group_514,,hypothetical protein,group_4029,gmuD_2,6-phospho-beta-glucosidase GmuD,0.0,0.0,-
group_514,,hypothetical protein,group_3610,,hypothetical protein,0.0,0.0,123
group_5169,,hypothetical protein,yknX,,Putative efflux system component YknX,0.0,0.0,-
group_5169,,hypothetical protein,group_2237,,hypothetical protein,0.0,0.0,62
group_5169,,hypothetical protein,group_764,,hypothetical protein,0.0,0.0,62
group_5169,,hypothetical protein,group_1769,walK_2,hypothetical protein,0.0,0.0,-
group_5170,,hypothetical protein,group_4235,,hypothetical protein,0.0,0.0,160
group_5170,,hypothetical protein,group_895,lagD_2,Lactococcin-G-processing and transport ATP-binding protein LagD,0.0,0.0,160
group_5170,,hypothetical protein,group_1641,,hypothetical protein,0.0,0.0,160
group_5221,,hypothetical protein,hsdS_1,,hypothetical protein,0.0,0.0,55
group_5227,,hypothetical protein,kpsT,,putative ABC transporter ATP-binding protein,0.0,0.0,177
group_5227,,hypothetical protein,group_3912,,hypothetical protein,0.0,0.0,177
group_525,,hypothetical protein,hsdR,,Type-1 restriction enzyme R protein,0.0,0.0,29
group_527,,hypothetical protein,group_2319,clpC_2,putative ATP-dependent Clp protease ATP-binding subunit,0.0,0.0,132
group_5355,,hypothetical protein,group_4837,,hypothetical protein,0.0,0.0,186
group_5357,,hypothetical protein,group_4837,,hypothetical protein,0.0,0.0,186
group_5357,,hypothetical protein,group_5355,,hypothetical protein,0.0,0.0,186
group_5358,,hypothetical protein,group_4837,,hypothetical protein,0.0,0.0,186
group_5358,,hypothetical protein,group_5355,,hypothetical protein,0.0,0.0,186
group_5358,,hypothetical protein,group_5357,,hypothetical protein,0.0,0.0,186
group_5358,,hypothetical protein,group_4581,,hypothetical protein,0.0,0.0,186
group_5358,,hypothetical protein,ftsK_1,,DNA translocase FtsK,0.0,0.0,186
group_5360,,hypothetical protein,group_5358,,hypothetical protein,0.0,0.0,186
group_5361,,hypothetical protein,group_5357,,hypothetical protein,0.0,0.0,186
group_537,,hypothetical protein,group_2776,,hypothetical protein,0.0,0.0,39
group_5384,,hypothetical protein,group_755,,hypothetical protein,0.0,0.0,-
group_5384,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_5384,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_2872,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_484,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_4985,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_3787,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_3157,,hypothetical protein,0.0,0.0,170
group_5384,,hypothetical protein,group_3144,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_5394,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_776,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_5384,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,170
group_5394,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,170
group_5394,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,170
group_5394,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,170
group_5394,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,170
group_5394,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_5395,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,170
group_5395,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,170
group_5395,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,170
group_5395,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,170
group_5395,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,170
group_5395,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_5396,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_1000,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_4438,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_3768,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,hhaIM,,Modification methylase HhaI,0.0,0.0,170
group_5396,,hypothetical protein,group_4988,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,polC_3,,DNA polymerase III PolC-type,0.0,0.0,170
group_5396,,hypothetical protein,group_5573,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_4877,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_5971,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_2870,Int-Tn,Transposase from transposon Tn916,0.0,0.0,170
group_5396,,hypothetical protein,group_6294,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_4987,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_6293,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_4158,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_6292,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,clpP1,,ATP-dependent Clp protease proteolytic subunit 1,0.0,0.0,170
group_5396,,hypothetical protein,group_6298,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_5394,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_4880,,hypothetical protein,0.0,0.0,170
group_5396,,hypothetical protein,group_5395,,hypothetical protein,0.0,0.0,170
group_5397,,hypothetical protein,group_4750,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_4899,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_3429,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_1990,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_3427,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,lexA,,LexA repressor,0.0,0.0,191
group_5397,,hypothetical protein,group_1362,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_5424,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_6005,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_5425,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,Int-Tn_3,,Transposase from transposon Tn916,0.0,0.0,191
group_5397,,hypothetical protein,group_6003,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_6007,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_6009,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_6010,,hypothetical protein,0.0,0.0,191
group_5397,,hypothetical protein,group_5426,,hypothetical protein,0.0,0.0,191
group_5398,,hypothetical protein,dnaC_2,,DNA replication protein DnaC,0.0,0.0,170
group_5398,,hypothetical protein,group_3053,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,group_1743,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,group_4159,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,group_3470,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,ssb_3,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,group_3771,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,group_5509,,hypothetical protein,0.0,0.0,170
group_5398,,hypothetical protein,dnaD_2,,hypothetical protein,0.0,0.0,170
